,caudalmiddlefrontal-lh,inferiorparietal-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-lh,0.12727272727272726,0.12727272727272726,0.12,0.12727272727272726,0.12727272727272726,0.12727272727272726,0.12727272727272726,0.11636363636363636
inferiorparietal-rh,0.12724014336917563,0.12903225806451613,0.11827956989247312,0.12724014336917563,0.12544802867383512,0.12903225806451613,0.12903225806451613,0.11469534050179211
rostralmiddlefrontal-lh,0.1252408477842004,0.1252408477842004,0.1252408477842004,0.1252408477842004,0.1252408477842004,0.1252408477842004,0.1252408477842004,0.1233140655105973
rostralmiddlefrontal-rh,0.12727272727272726,0.12727272727272726,0.12,0.12727272727272726,0.12727272727272726,0.12727272727272726,0.12727272727272726,0.11636363636363636
superiorfrontal-rh,0.12683823529411764,0.12683823529411764,0.1213235294117647,0.12683823529411764,0.12683823529411764,0.12683823529411764,0.12683823529411764,0.11764705882352941
superiortemporal-lh,0.12792792792792793,0.12792792792792793,0.11891891891891893,0.12792792792792793,0.12612612612612611,0.12792792792792793,0.12792792792792793,0.11531531531531532
superiortemporal-rh,0.1256637168141593,0.12920353982300886,0.1168141592920354,0.1256637168141593,0.12389380530973451,0.12743362831858407,0.13805309734513274,0.11327433628318584
supramarginal-rh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
