,TP9,FT10,F4,Fp2,AF7,FC4,F6,AF8
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC4,0.0,0.0,0.0,0.0,0.0,0.5466666666666666,0.4533333333333333,0.0
F6,0.0,0.0,0.0,0.0,0.0,0.5072463768115942,0.4927536231884058,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
