,caudalanteriorcingulate-rh,cuneus-lh,frontalpole-rh,inferiorparietal-rh,isthmuscingulate-lh,pericalcarine-lh,pericalcarine-rh,transversetemporal-lh
caudalanteriorcingulate-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cuneus-lh,0.0,0.7916666666666666,0.0,0.0,0.0,0.08333333333333333,0.125,0.0
frontalpole-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
inferiorparietal-rh,0.0,0.0,0.0,0.4473684210526316,0.3157894736842105,0.0,0.13157894736842105,0.10526315789473684
isthmuscingulate-lh,0.0,0.0,0.0,0.23809523809523808,0.42857142857142855,0.0,0.09523809523809523,0.23809523809523808
pericalcarine-lh,0.0,0.07692307692307693,0.0,0.0,0.0,0.8076923076923077,0.11538461538461539,0.0
pericalcarine-rh,0.0,0.02127659574468085,0.0,0.19148936170212766,0.14893617021276595,0.10638297872340426,0.5319148936170213,0.0
transversetemporal-lh,0.0,0.03125,0.0,0.0625,0.1875,0.0,0.0,0.71875
