,caudalanteriorcingulate-rh,cuneus-lh,frontalpole-rh,inferiorparietal-rh,isthmuscingulate-lh,pericalcarine-lh,pericalcarine-rh,transversetemporal-lh
caudalanteriorcingulate-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cuneus-lh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inferiorparietal-rh,0.0,0.0,0.0,0.3333333333333333,0.375,0.0,0.125,0.16666666666666666
isthmuscingulate-lh,0.0,0.0,0.0,0.1891891891891892,0.43243243243243246,0.0,0.10810810810810811,0.2702702702702703
pericalcarine-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pericalcarine-rh,0.0,0.0,0.0,0.25,0.4375,0.0,0.3125,0.0
transversetemporal-lh,0.0,0.047619047619047616,0.0,0.09523809523809523,0.2857142857142857,0.0,0.0,0.5714285714285714
