,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,precentral-lh,rostralmiddlefrontal-lh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-rh,0.15333333333333332,0.14333333333333334,0.05333333333333334,0.14,0.13,0.15333333333333332,0.08666666666666667,0.14
parsopercularis-lh,0.13694267515923567,0.1592356687898089,0.050955414012738856,0.14968152866242038,0.1464968152866242,0.14331210191082802,0.0732484076433121,0.14012738853503184
parstriangularis-rh,0.1076923076923077,0.1076923076923077,0.2230769230769231,0.1076923076923077,0.11538461538461539,0.13076923076923078,0.1,0.1076923076923077
precentral-lh,0.13870967741935483,0.15806451612903225,0.05161290322580645,0.15161290322580645,0.14516129032258066,0.14193548387096774,0.07419354838709677,0.13870967741935483
rostralmiddlefrontal-lh,0.13220338983050847,0.15593220338983052,0.0576271186440678,0.14915254237288136,0.15593220338983052,0.13898305084745763,0.07796610169491526,0.13220338983050847
superiortemporal-lh,0.14332247557003258,0.14006514657980457,0.06188925081433225,0.13680781758957655,0.1270358306188925,0.17263843648208468,0.0781758957654723,0.14006514657980457
superiortemporal-rh,0.145,0.125,0.075,0.125,0.125,0.14,0.13,0.135
supramarginal-lh,0.14285714285714285,0.14285714285714285,0.05194805194805195,0.1396103896103896,0.12987012987012986,0.15584415584415584,0.08441558441558442,0.1525974025974026
