,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,precentral-lh,rostralmiddlefrontal-lh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-rh,0.125,0.125,0.11764705882352941,0.125,0.1323529411764706,0.1323529411764706,0.11764705882352941,0.125
parsopercularis-lh,0.125,0.125,0.11764705882352941,0.125,0.1323529411764706,0.1323529411764706,0.11764705882352941,0.125
parstriangularis-rh,0.11475409836065574,0.11475409836065574,0.1721311475409836,0.11475409836065574,0.12295081967213115,0.13934426229508196,0.10655737704918032,0.11475409836065574
precentral-lh,0.125,0.125,0.11764705882352941,0.125,0.1323529411764706,0.1323529411764706,0.11764705882352941,0.125
rostralmiddlefrontal-lh,0.12318840579710146,0.12318840579710146,0.12318840579710146,0.12318840579710146,0.13043478260869565,0.13768115942028986,0.11594202898550725,0.12318840579710146
superiortemporal-lh,0.12056737588652482,0.12056737588652482,0.1347517730496454,0.12056737588652482,0.1276595744680851,0.14184397163120568,0.11347517730496454,0.12056737588652482
superiortemporal-rh,0.12781954887218044,0.12781954887218044,0.11278195488721804,0.12781954887218044,0.12781954887218044,0.12781954887218044,0.12030075187969924,0.12781954887218044
supramarginal-lh,0.125,0.125,0.11764705882352941,0.125,0.1323529411764706,0.1323529411764706,0.11764705882352941,0.125
