,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.057455540355677154,0.012605042016806723,0.03312487785811999,0.01172562048075044,0.012116474496775454,0.006742231776431503,0.0120187609927692,0.012507328512800469,0.01465702560093805,0.0006839945280437756,0.016709009185069377,0.018760992769200704,0.007230799296462771,0.0047879616963064295,0.01788157123314442,0.019542700801250732,0.012995896032831737,0.00986906390463162,0.0030291186241938636,0.020910689857338283,0.01592730115301935,0.005765096736368967,0.017783857729138167,0.026773500097713503,0.0040062536642564,0.004299394176275161,0.004885675200312683,0.02902091068985734,0.0070353722884502635,0.003810826656243893,0.004592534688293922,0.026284932577682236,0.0,0.04514363885088919,0.0024428376001563415,0.011432479968731679,0.006839945280437756,0.012116474496775454,0.019151846785225718,0.013191323040844244,0.026284932577682236,0.022180965409419582,0.026089505569669727,0.012605042016806723,0.02667578659370725,0.01700214969708814,0.029509478209888605,0.024721516513582176,0.004592534688293922,0.02853234316982607,0.025210084033613446,0.037912839554426425,0.02589407856165722,0.011627906976744186,0.009771350400625366,0.020617549345319522,0.010455344928669142,0.007914793824506546,0.020715262849325778,0.026773500097713503,0.015047879616963064,0.0040062536642564
Fz,0.012054001928640309,0.06422372227579556,0.01523625843780135,0.006750241080038573,0.011764705882352941,0.01292189006750241,0.02729026036644166,0.021215043394406944,0.00819672131147541,0.015814850530376085,0.01562198649951784,0.016200578592092573,0.018997107039537126,0.02430086788813886,0.012439729990356798,0.023240115718418514,0.01832208293153327,0.02063645130183221,0.01292189006750241,0.018514946962391515,0.008678881388621022,0.0171648987463838,0.005303760848601736,0.003278688524590164,0.01446480231436837,0.014561234329797492,0.019479267116682738,0.018129218900675023,0.01764705882352941,0.019382835101253618,0.009450337512054001,0.013500482160077145,0.020154291224686597,0.014754098360655738,0.01677917068466731,0.008486017357762778,0.013500482160077145,0.008389585342333654,0.008678881388621022,0.0068466730954676955,0.027097396335583415,0.01089681774349084,0.011571841851494697,0.02179363548698168,0.020057859209257473,0.005110896817743491,0.018804243008678882,0.022082931533269044,0.014368370298939248,0.017743490838958535,0.0218900675024108,0.02536162005785921,0.024783027965284473,0.012054001928640309,0.01841851494696239,0.01446480231436837,0.01253616200578592,0.020250723240115717,0.012054001928640309,0.01571841851494696,0.0048216007714561235,0.012825458052073288
F3,0.029378133520978098,0.013897440408127364,0.061658897000615706,0.0,0.001847128155510599,0.014073357375318849,0.012314187703403994,0.0213739115137655,0.003342422376638227,0.002023045122702085,0.01442519130970182,0.020142492743425104,0.01627231946521242,0.013809481924531622,0.01442519130970182,0.021725745448148474,0.020846160612191047,0.01996657577623362,0.0026387545078722843,0.03254463893042484,0.023572873603659072,0.003606297827425455,0.016975987333978364,0.03131322016008444,0.00941155774474448,0.010818893482276366,0.0052775090157445685,0.029202216553786613,0.007564429589233881,0.006860761720467939,0.001847128155510599,0.03509543495470138,0.0023748790570850557,0.03966927610168001,0.0052775090157445685,0.0,0.013809481924531622,0.0021110036062978272,0.005101592048553083,0.0015832527047233706,0.025507960242765415,0.008883806843170024,0.010203184097106166,0.020582285161403816,0.020054534259829362,0.019262907907467677,0.028322631717829186,0.021110036062978274,0.003694256311021198,0.03201688802885038,0.026123669627935615,0.04019702700325446,0.028322631717829186,0.012050312252616765,0.008971765326765767,0.02093411909578679,0.008444014425191309,0.010906851965872108,0.0038701732782126835,0.030785469258509984,0.02128595303016976,0.010291142580701908
F7,0.02067539627842867,0.012749827705031013,0.0,0.057546519641626465,0.04703652653342522,0.0,0.014128187456926258,0.0027567195037904893,0.039110957960027566,0.014472777394900068,0.01326671261199173,0.0,0.012060647829083391,0.009303928325292901,0.011199172984148863,0.010854583046175051,0.01361130254996554,0.01016540317022743,0.016540317022742935,0.005685733976567884,0.006547208821502412,0.03118538938662991,0.010854583046175051,0.007064093728463129,0.021709166092350102,0.004479669193659545,0.02033080634045486,0.005168849069607168,0.02257064093728463,0.01757408683666437,0.007580978635423846,0.004824259131633356,0.01946933149552033,0.014645072363886975,0.004479669193659545,0.05685733976567884,0.0,0.04048931771192281,0.039283252929014474,0.046691936595451414,0.019641626464507237,0.04548587181254307,0.03652653342522398,0.0031013094417643005,0.00895933838731909,0.015161957270847692,0.001206064782908339,0.013783597518952447,0.022742935906271536,0.0,0.004651964162646451,0.005685733976567884,0.006030323914541696,0.003790489317711923,0.005513439007580979,0.00895933838731909,0.011026878015161957,0.024293590627153687,0.04686423156443832,0.0,0.015161957270847692,0.008442453480358374
FT9,0.01941438574156588,0.020369191597708464,0.00366008911521324,0.043443666454487585,0.06015276893698281,0.0,0.022278803309993635,0.002387014640356461,0.03580521960534691,0.010184595798854232,0.016709102482495224,0.0,0.011935073201782304,0.011139401654996817,0.005569700827498409,0.014162953532781668,0.00859325270528326,0.008274984086569064,0.019891788669637173,0.0060471037555697,0.010184595798854232,0.028007638446849142,0.01098026734563972,0.011457670273711012,0.019573520050922978,0.007479312539783577,0.030712921705919796,0.005569700827498409,0.013208147676639083,0.019096117122851686,0.00668364099299809,0.004455760661998727,0.01718650541056652,0.011775938892425206,0.0039783577339274345,0.043602800763844686,0.0,0.03453214513049013,0.03198599618077658,0.036123488224061105,0.031190324633991087,0.04153405474220242,0.03564608529598982,0.010502864417568428,0.015913430935709738,0.013208147676639083,0.004774029280712922,0.014162953532781668,0.022278803309993635,0.0,0.012412476129853597,0.005251432208784214,0.005569700827498409,0.007161043921069383,0.0054105665181413114,0.008911521323997454,0.009866327180140038,0.013685550604710375,0.04217059197963081,0.0,0.01941438574156588,0.014322087842138766
FC5,0.008685506870624839,0.01698211044853513,0.02009333679025149,0.0,0.0,0.0499092558983666,0.008815141301529687,0.041742286751361164,0.0,0.017630282603059374,0.014000518537723619,0.021389681099299975,0.021260046668395125,0.02320456313196785,0.003629764065335753,0.015945035001296345,0.028001037075447238,0.02774176821363754,0.01387088410681877,0.020482240082966036,0.007389162561576354,0.015426497277676952,0.0037593984962406013,0.0155561317085818,0.009592947886958776,0.03020482240082966,0.014130152968628467,0.017241379310344827,0.009981851179673321,0.016333938294010888,0.015426497277676952,0.014130152968628467,0.014000518537723619,0.015167228415867255,0.026963961628208452,0.0,0.04964998703655691,0.0,0.0,0.0,0.01788955146486907,0.0,0.0,0.028908478091781178,0.018408089188488463,0.012833808659579985,0.01620430386310604,0.011018926626912107,0.01853772361939331,0.014130152968628467,0.02553798288825512,0.020611874513870886,0.023074928701063,0.01944516463572725,0.007907700285195747,0.023852735286492094,0.013093077521389681,0.01011148561057817,0.0,0.031371532278973296,0.025019445164635726,0.03370495203526057
FC1,0.011968473289870584,0.027148000389218642,0.013428043203269437,0.007784372871460543,0.013817261846842463,0.006519412279848205,0.06353994356329669,0.015082222438454801,0.006422107618954948,0.02150433005740975,0.01060620803736499,0.024131555901527685,0.029288702928870293,0.02812104699815121,0.010703512698258246,0.015957964386494113,0.017709448282572735,0.016249878369173885,0.014984917777561545,0.012163082611657099,0.017709448282572735,0.0272453050501119,0.011190036002724531,0.02150433005740975,0.020142064804904155,0.020336674126690667,0.021990853361876034,0.017320229638999707,0.017709448282572735,0.01663909701274691,0.007978982193247056,0.0078816775323538,0.02208815802276929,0.011968473289870584,0.01605526904738737,0.010216989393791962,0.007005935584314489,0.004476014401089812,0.005740974992702151,0.0055463656709156366,0.020433978787583924,0.013914566507735721,0.011676559307190814,0.02422886056242094,0.011384645324511044,0.015666050403814344,0.02023936946579741,0.01274691057701664,0.018585190230612045,0.008952028802179624,0.01089812202004476,0.012357691933443611,0.01089812202004476,0.013428043203269437,0.020725892770263696,0.010995426680938017,0.012163082611657099,0.026272258441179332,0.019947455483117642,0.014109175829522234,0.02150433005740975,0.010995426680938017
C3,0.011291334348956,0.019535800698987364,0.020969620933775426,0.0017026615288108253,0.0015234339994623174,0.02804910834304149,0.01424858858320638,0.05439555515727216,0.0011649789407653015,0.022672282462586252,0.011201720584281746,0.024464557756071332,0.023658033874003045,0.031006362577291873,0.01290438211309257,0.020880007169101173,0.02804910834304149,0.027242584460973204,0.022761896227260506,0.01218747199569854,0.004211846939689936,0.01173940317232727,0.010305582937539207,0.01675777399408549,0.008334080114705619,0.02536069540281387,0.014338202347880635,0.021955372345192223,0.009140603996773904,0.013173223407115332,0.016937001523434,0.010574424231561968,0.022761896227260506,0.016130477641365715,0.02867640469576127,0.0019715028228335873,0.028855632225109777,0.0,0.0,0.0,0.01944618693431311,0.0,0.0,0.02643606057890492,0.013979747289183619,0.01335245093646384,0.01765391164082803,0.00519759835110673,0.021865758580517966,0.015234339994623173,0.01765391164082803,0.024464557756071332,0.02688412940227619,0.020521552110404156,0.010484810466887713,0.023747647638677302,0.013979747289183619,0.009230217761448159,0.00430146070436419,0.023389192579980286,0.016220091406039968,0.02482301281476835
T7,0.029388867263526665,0.01693265862203192,0.007395873880887505,0.043402101985208254,0.043596730245231606,0.0,0.012845465161541456,0.0021409108602569093,0.053717399766446086,0.009342156481121059,0.011483067341377969,0.0029194239003503307,0.006811989100817439,0.004865706500583885,0.008952899961074349,0.015959517321915143,0.0033086804203970414,0.004476449980537174,0.011093810821331257,0.012845465161541456,0.017905799922148698,0.023550019462826,0.007201245620864149,0.0033086804203970414,0.017905799922148698,0.003892565200467108,0.011677695601401323,0.01226158038147139,0.020630595562475672,0.017905799922148698,0.007201245620864149,0.012845465161541456,0.011483067341377969,0.021603736862592447,0.003892565200467108,0.04262358894511483,0.0,0.043791358505254965,0.04651615414558194,0.043596730245231606,0.01693265862203192,0.04690541066562865,0.039314908524717786,0.0,0.01693265862203192,0.015375632541845076,0.010315297781237836,0.026080186843129623,0.01012066952121448,0.007201245620864149,0.009536784741144414,0.013623978201634877,0.006811989100817439,0.003892565200467108,0.0029194239003503307,0.009147528221097703,0.011677695601401323,0.013623978201634877,0.04028804982483457,0.006422732580770728,0.010899182561307902,0.010704554301284546
TP9,0.0005731128213525463,0.013263468151301784,0.0017193384640576388,0.007450466677583101,0.005321761912559358,0.010725397085311937,0.01817586376289504,0.02014082200753234,0.0040936630096610445,0.06279679056820042,0.017930243982315377,0.017111511380383165,0.02014082200753234,0.03176682495496971,0.006713607335844114,0.012117242508596693,0.020713934828884888,0.02464385131815949,0.04322908138202063,0.007122973636810218,0.0010643523825118715,0.03733420664810873,0.006713607335844114,0.009497298182413624,0.01924021614540691,0.030456852791878174,0.030293106271491732,0.005894874733911904,0.02374324545603406,0.02112330112985099,0.030538726052071394,0.0019649582446373015,0.04666775831013591,8.18732601932209e-05,0.03381365645980023,0.009988537743572948,0.01105289012608482,0.005321761912559358,0.0052398886523661375,0.007450466677583101,0.007041100376616997,0.007777959718355985,0.007614213197969543,0.02857376780743409,0.007941706238742427,0.016292778778450957,0.0026199443261830688,0.004994268871786474,0.03152120517439005,0.001473718683477976,0.01187162272801703,0.0017193384640576388,0.009988537743572948,0.02374324545603406,0.014491567054200098,0.0129359751105289,0.028164401506467988,0.02300638611429507,0.02104142786965777,0.009415424922220403,0.018503356803667922,0.026035696741444243
