,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.05714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.05714285714285714,0.0,0.05714285714285714,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.014285714285714285,0.0,0.0,0.02857142857142857,0.0,0.04285714285714286,0.05714285714285714,0.05714285714285714,0.04285714285714286,0.0,0.0,0.0,0.05714285714285714,0.0,0.05714285714285714,0.0,0.05714285714285714,0.0,0.0,0.05714285714285714,0.0,0.04285714285714286,0.02857142857142857,0.05714285714285714,0.05714285714285714,0.0,0.0,0.05714285714285714,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.04390243902439024,0.024390243902439025,0.04878048780487805,0.0,0.04878048780487805,0.0,0.04878048780487805,0.024390243902439025,0.04878048780487805,0.0,0.04390243902439024,0.0,0.0,0.04878048780487805,0.0,0.02926829268292683,0.0,0.0,0.04878048780487805,0.04878048780487805,0.0,0.0,0.03414634146341464,0.02926829268292683,0.04390243902439024,0.0,0.04878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.04390243902439024,0.03902439024390244,0.0,0.0,0.0,0.03902439024390244,0.0,0.0,0.04878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.04390243902439024,0.04878048780487805,0.0,0.04878048780487805,0.0,0.0
FC5,0.0,0.0,0.0,0.04316546762589928,0.03597122302158273,0.04316546762589928,0.0,0.04316546762589928,0.0,0.04316546762589928,0.03597122302158273,0.04316546762589928,0.0,0.03597122302158273,0.0,0.0,0.04316546762589928,0.0,0.04316546762589928,0.0,0.0,0.04316546762589928,0.04316546762589928,0.0,0.0,0.04316546762589928,0.04316546762589928,0.04316546762589928,0.0,0.04316546762589928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03597122302158273,0.03597122302158273,0.04316546762589928,0.0,0.0,0.0,0.04316546762589928,0.0,0.0,0.04316546762589928,0.0,0.0,0.0,0.0,0.0,0.0,0.04316546762589928,0.04316546762589928,0.0,0.04316546762589928,0.0,0.0
FC1,0.0,0.0,0.0,0.029411764705882353,0.016339869281045753,0.058823529411764705,0.0,0.05228758169934641,0.0,0.049019607843137254,0.016339869281045753,0.05555555555555555,0.0,0.029411764705882353,0.0,0.0,0.06209150326797386,0.0,0.0196078431372549,0.0,0.0,0.06209150326797386,0.05228758169934641,0.0,0.0,0.02287581699346405,0.0196078431372549,0.0457516339869281,0.0,0.06535947712418301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016339869281045753,0.049019607843137254,0.026143790849673203,0.0,0.0,0.0,0.042483660130718956,0.0,0.0,0.05228758169934641,0.0,0.0,0.0,0.0,0.0,0.0,0.042483660130718956,0.06535947712418301,0.0,0.049019607843137254,0.0,0.0
C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T7,0.0,0.0,0.0,0.029069767441860465,0.01744186046511628,0.055232558139534885,0.0,0.055232558139534885,0.0,0.05232558139534884,0.014534883720930232,0.05813953488372093,0.0,0.02616279069767442,0.0,0.0,0.061046511627906974,0.0,0.023255813953488372,0.0,0.0,0.061046511627906974,0.05232558139534884,0.0,0.0,0.02616279069767442,0.023255813953488372,0.04941860465116279,0.0,0.061046511627906974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020348837209302327,0.040697674418604654,0.023255813953488372,0.0,0.0,0.0,0.046511627906976744,0.0,0.0,0.055232558139534885,0.0,0.0,0.0,0.0,0.0,0.0,0.0436046511627907,0.061046511627906974,0.0,0.0436046511627907,0.0,0.0
TP9,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.07051282051282051,0.0,0.02564102564102564,0.0,0.0,0.01282051282051282,0.0,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.00641025641025641,0.0,0.0,0.01282051282051282,0.0,0.019230769230769232,0.08333333333333333,0.08333333333333333,0.019230769230769232,0.0,0.0,0.0,0.02564102564102564,0.0,0.057692307692307696,0.0,0.08333333333333333,0.0,0.0,0.08974358974358974,0.0,0.019230769230769232,0.01282051282051282,0.07051282051282051,0.08974358974358974,0.0,0.0,0.09615384615384616,0.0,0.0,0.0
CP5,0.0,0.0,0.0,0.03194888178913738,0.019169329073482427,0.05750798722044728,0.0,0.054313099041533544,0.0,0.051118210862619806,0.01597444089456869,0.05750798722044728,0.0,0.02875399361022364,0.0,0.0,0.05750798722044728,0.0,0.022364217252396165,0.0,0.0,0.05750798722044728,0.054313099041533544,0.0,0.0,0.025559105431309903,0.022364217252396165,0.04792332268370607,0.0,0.05750798722044728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019169329073482427,0.04472843450479233,0.025559105431309903,0.0,0.0,0.0,0.04472843450479233,0.0,0.0,0.054313099041533544,0.0,0.0,0.0,0.0,0.0,0.0,0.04472843450479233,0.05750798722044728,0.0,0.04792332268370607,0.0,0.0
