,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,lateralorbitofrontal-lh,medialorbitofrontal-lh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.35754640839386603,0.15577078288942695,0.08151735270379339,0.09120258272800645,0.1420500403551251,0.07506053268765134,0.05488297013720742,0.041969330104923326
frontalpole-rh,0.14169139465875372,0.2811572700296736,0.07492581602373888,0.08753709198813056,0.142433234421365,0.07492581602373888,0.10014836795252226,0.09718100890207715
isthmuscingulate-rh,0.0958627648839556,0.1099899091826438,0.17356205852674067,0.1432896064581231,0.09788092835519677,0.1574167507568113,0.1099899091826438,0.11200807265388496
lateralorbitofrontal-lh,0.09192645883293366,0.0991207034372502,0.11031175059952038,0.21183053557154277,0.11031175059952038,0.11270983213429256,0.15587529976019185,0.1079136690647482
medialorbitofrontal-lh,0.12640239341810022,0.13986537023186238,0.06656694091249066,0.09274495138369485,0.299925205684368,0.06656694091249066,0.1024682124158564,0.10545998504113688
parahippocampal-rh,0.0851063829787234,0.10541586073500966,0.14893617021276595,0.14410058027079303,0.09381044487427466,0.1885880077369439,0.10541586073500966,0.1286266924564797
rostralanteriorcingulate-lh,0.05908683974932856,0.11906893464637422,0.09042076991942703,0.1718889883616831,0.12623097582811102,0.09042076991942703,0.20859444941808417,0.13428827215756492
rostralanteriorcingulate-rh,0.046906187624750496,0.124750499001996,0.10079840319361277,0.124750499001996,0.13872255489021956,0.124750499001996,0.1437125748502994,0.19560878243512975
