,Fp1,P3,F8,Fp2,AF3,F6,AF8,AF4
Fp1,0.6235955056179775,0.0449438202247191,0.0,0.33146067415730335,0.0,0.0,0.0,0.0
P3,0.34615384615384615,0.3076923076923077,0.0,0.34615384615384615,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.47244094488188976,0.06299212598425197,0.0,0.4645669291338583,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
