,cuneus-lh,cuneus-rh,frontalpole-lh,inferiorparietal-rh,isthmuscingulate-rh,lateraloccipital-rh,pericalcarine-rh,superiorparietal-rh
cuneus-lh,0.24293785310734464,0.0,0.04519774011299435,0.1751412429378531,0.022598870056497175,0.22033898305084745,0.22598870056497175,0.06779661016949153
cuneus-rh,0.031914893617021274,0.5212765957446809,0.0,0.0,0.19148936170212766,0.0,0.05319148936170213,0.20212765957446807
frontalpole-lh,0.0392156862745098,0.0196078431372549,0.4215686274509804,0.11764705882352941,0.18627450980392157,0.06862745098039216,0.06862745098039216,0.0784313725490196
inferiorparietal-rh,0.1456953642384106,0.0,0.09271523178807947,0.2582781456953642,0.07947019867549669,0.2119205298013245,0.1456953642384106,0.06622516556291391
isthmuscingulate-rh,0.009523809523809525,0.19047619047619047,0.12380952380952381,0.0761904761904762,0.34285714285714286,0.02857142857142857,0.05714285714285714,0.17142857142857143
lateraloccipital-rh,0.18633540372670807,0.0,0.06832298136645963,0.22981366459627328,0.043478260869565216,0.2546583850931677,0.17391304347826086,0.043478260869565216
pericalcarine-rh,0.21761658031088082,0.0051813471502590676,0.06735751295336788,0.15544041450777202,0.03626943005181347,0.17098445595854922,0.24870466321243523,0.09844559585492228
superiorparietal-rh,0.09027777777777778,0.11805555555555555,0.041666666666666664,0.08333333333333333,0.125,0.0625,0.1527777777777778,0.3263888888888889
