,cuneus-rh,frontalpole-lh,fusiform-rh,insula-lh,lateraloccipital-rh,pericalcarine-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
cuneus-rh,0.3858267716535433,0.05511811023622047,0.11811023622047244,0.2440944881889764,0.0,0.06299212598425197,0.0,0.13385826771653545
frontalpole-lh,0.025210084033613446,0.25210084033613445,0.03361344537815126,0.10084033613445378,0.10084033613445378,0.21008403361344538,0.13445378151260504,0.14285714285714285
fusiform-rh,0.08633093525179857,0.05755395683453238,0.2805755395683453,0.1223021582733813,0.1366906474820144,0.20863309352517986,0.0,0.1079136690647482
insula-lh,0.14383561643835616,0.1095890410958904,0.11643835616438356,0.273972602739726,0.0410958904109589,0.1506849315068493,0.03424657534246575,0.13013698630136986
lateraloccipital-rh,0.0,0.07766990291262135,0.14563106796116504,0.0,0.3592233009708738,0.21359223300970873,0.1941747572815534,0.009708737864077669
pericalcarine-rh,0.011428571428571429,0.14285714285714285,0.16,0.08,0.17142857142857143,0.2742857142857143,0.07428571428571429,0.08571428571428572
rostralanteriorcingulate-lh,0.0,0.13513513513513514,0.0,0.013513513513513514,0.25675675675675674,0.12162162162162163,0.44594594594594594,0.02702702702702703
rostralanteriorcingulate-rh,0.08333333333333333,0.1893939393939394,0.09090909090909091,0.15151515151515152,0.03787878787878788,0.1590909090909091,0.045454545454545456,0.24242424242424243
