,caudalmiddlefrontal-lh,parsopercularis-lh,parstriangularis-rh,precentral-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.4090909090909091,0.16666666666666666,0.24242424242424243,0.0,0.06060606060606061,0.06060606060606061,0.06060606060606061,0.0
parsopercularis-lh,0.25,0.625,0.0625,0.0625,0.0,0.0,0.0,0.0
parstriangularis-rh,0.4,0.1,0.5,0.0,0.0,0.0,0.0,0.0
precentral-rh,0.0,0.1,0.0,0.8,0.0,0.0,0.0,0.1
superiorparietal-lh,0.125,0.0,0.0,0.0,0.3333333333333333,0.25,0.2916666666666667,0.0
superiorparietal-rh,0.08888888888888889,0.0,0.0,0.0,0.17777777777777778,0.3111111111111111,0.3111111111111111,0.1111111111111111
superiortemporal-lh,0.06896551724137931,0.0,0.0,0.0,0.15517241379310345,0.27586206896551724,0.41379310344827586,0.08620689655172414
superiortemporal-rh,0.0,0.0,0.0,0.08333333333333333,0.0,0.20833333333333334,0.20833333333333334,0.5
