,bankssts-rh,frontalpole-rh,fusiform-rh,insula-rh,isthmuscingulate-rh,lateralorbitofrontal-rh,parahippocampal-rh,rostralanteriorcingulate-lh
bankssts-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.1896551724137931,0.13793103448275862,0.13793103448275862,0.13793103448275862,0.1206896551724138,0.13793103448275862,0.13793103448275862
fusiform-rh,0.0,0.10294117647058823,0.16176470588235295,0.16176470588235295,0.1323529411764706,0.1323529411764706,0.16176470588235295,0.14705882352941177
insula-rh,0.0,0.10294117647058823,0.16176470588235295,0.16176470588235295,0.1323529411764706,0.1323529411764706,0.16176470588235295,0.14705882352941177
isthmuscingulate-rh,0.0,0.10666666666666667,0.16,0.16,0.13333333333333333,0.13333333333333333,0.16,0.14666666666666667
lateralorbitofrontal-rh,0.0,0.1111111111111111,0.1527777777777778,0.1527777777777778,0.1388888888888889,0.1388888888888889,0.1527777777777778,0.1527777777777778
parahippocampal-rh,0.0,0.10294117647058823,0.16176470588235295,0.16176470588235295,0.1323529411764706,0.1323529411764706,0.16176470588235295,0.14705882352941177
rostralanteriorcingulate-lh,0.0,0.10666666666666667,0.16,0.16,0.13333333333333333,0.13333333333333333,0.16,0.14666666666666667
