,frontalpole-rh,insula-rh,medialorbitofrontal-rh,parahippocampal-rh,pericalcarine-rh,posteriorcingulate-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-rh,0.22448979591836735,0.0,0.22448979591836735,0.0,0.0,0.1836734693877551,0.1836734693877551,0.1836734693877551
insula-rh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
medialorbitofrontal-rh,0.22448979591836735,0.0,0.22448979591836735,0.0,0.0,0.1836734693877551,0.1836734693877551,0.1836734693877551
parahippocampal-rh,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0
pericalcarine-rh,0.0,0.0,0.0,0.2222222222222222,0.7777777777777778,0.0,0.0,0.0
posteriorcingulate-rh,0.19444444444444445,0.0,0.19444444444444445,0.0,0.0,0.2777777777777778,0.16666666666666666,0.16666666666666666
rostralanteriorcingulate-lh,0.22916666666666666,0.0,0.22916666666666666,0.0,0.0,0.16666666666666666,0.1875,0.1875
rostralanteriorcingulate-rh,0.22916666666666666,0.0,0.22916666666666666,0.0,0.0,0.16666666666666666,0.1875,0.1875
