,frontalpole-rh,fusiform-rh,inferiorparietal-lh,insula-rh,medialorbitofrontal-lh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-rh,0.7012987012987013,0.0,0.0,0.0,0.0,0.0,0.19480519480519481,0.1038961038961039
fusiform-rh,0.0,0.5180722891566265,0.0,0.08433734939759036,0.0,0.39759036144578314,0.0,0.0
inferiorparietal-lh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
insula-rh,0.0,0.09090909090909091,0.0,0.7818181818181819,0.0,0.12727272727272726,0.0,0.0
medialorbitofrontal-lh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
parahippocampal-rh,0.0,0.4246575342465753,0.0,0.1232876712328767,0.0,0.4520547945205479,0.0,0.0
rostralanteriorcingulate-lh,0.5172413793103449,0.0,0.0,0.0,0.0,0.0,0.4827586206896552,0.0
rostralanteriorcingulate-rh,0.1935483870967742,0.0,0.0,0.0,0.0,0.0,0.0,0.8064516129032258
