,bankssts-rh,frontalpole-lh,frontalpole-rh,insula-rh,lateralorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh
bankssts-rh,0.7124463519313304,0.0,0.0,0.13733905579399142,0.060085836909871244,0.0,0.0,0.09012875536480687
frontalpole-lh,0.0,0.551094890510949,0.0,0.0,0.0,0.23722627737226276,0.2116788321167883,0.0
frontalpole-rh,0.0,0.0,0.41501103752759383,0.0,0.2052980132450331,0.20088300220750552,0.17880794701986755,0.0
insula-rh,0.11072664359861592,0.0,0.0,0.657439446366782,0.23183391003460208,0.0,0.0,0.0
lateralorbitofrontal-rh,0.03076923076923077,0.0,0.2043956043956044,0.14285714285714285,0.4021978021978022,0.12967032967032968,0.09010989010989011,0.0
rostralanteriorcingulate-lh,0.0,0.12825278810408922,0.15427509293680297,0.0,0.10037174721189591,0.4349442379182156,0.1821561338289963,0.0
rostralanteriorcingulate-rh,0.0,0.13656387665198239,0.17400881057268722,0.0,0.0947136563876652,0.23348017621145375,0.36123348017621143,0.0
temporalpole-rh,0.11931818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.8806818181818182
