,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-lh,lateralorbitofrontal-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parsorbitalis-rh,rostralanteriorcingulate-lh
frontalpole-lh,0.875,0.0,0.0,0.0,0.0,0.0,0.125,0.0
frontalpole-rh,0.0,0.19047619047619047,0.1111111111111111,0.2222222222222222,0.0,0.14285714285714285,0.20634920634920634,0.12698412698412698
lateralorbitofrontal-lh,0.0,0.061224489795918366,0.2108843537414966,0.1564625850340136,0.09523809523809523,0.21768707482993196,0.061224489795918366,0.19727891156462585
lateralorbitofrontal-rh,0.014285714285714285,0.1,0.1357142857142857,0.2357142857142857,0.05,0.15,0.16428571428571428,0.15
medialorbitofrontal-lh,0.0,0.012987012987012988,0.2077922077922078,0.14285714285714285,0.2077922077922078,0.23376623376623376,0.012987012987012988,0.18181818181818182
medialorbitofrontal-rh,0.0,0.06832298136645963,0.19875776397515527,0.15527950310559005,0.10559006211180125,0.2236024844720497,0.06832298136645963,0.18012422360248448
parsorbitalis-rh,0.07692307692307693,0.1282051282051282,0.0641025641025641,0.24358974358974358,0.0,0.08974358974358974,0.3076923076923077,0.08974358974358974
rostralanteriorcingulate-lh,0.0,0.072992700729927,0.18248175182481752,0.18248175182481752,0.08759124087591241,0.19708029197080293,0.08029197080291971,0.19708029197080293
