,frontalpole-lh,fusiform-rh,inferiorparietal-rh,insula-lh,lateraloccipital-rh,lingual-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.16806722689075632,0.08403361344537816,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.1092436974789916,0.14285714285714285,0.14285714285714285
fusiform-rh,0.14634146341463414,0.1951219512195122,0.04878048780487805,0.17073170731707318,0.04878048780487805,0.10975609756097561,0.08536585365853659,0.1951219512195122
inferiorparietal-rh,0.14457831325301204,0.024096385542168676,0.18072289156626506,0.07228915662650602,0.1927710843373494,0.08433734939759036,0.1927710843373494,0.10843373493975904
insula-lh,0.15841584158415842,0.1188118811881188,0.07920792079207921,0.15841584158415842,0.07920792079207921,0.12871287128712872,0.10891089108910891,0.16831683168316833
lateraloccipital-rh,0.13953488372093023,0.023255813953488372,0.1744186046511628,0.06976744186046512,0.19767441860465115,0.08139534883720931,0.20930232558139536,0.10465116279069768
lingual-rh,0.1511627906976744,0.08139534883720931,0.10465116279069768,0.12790697674418605,0.10465116279069768,0.13953488372093023,0.13953488372093023,0.1511627906976744
rostralanteriorcingulate-lh,0.14018691588785046,0.04672897196261682,0.14953271028037382,0.08411214953271028,0.16822429906542055,0.09345794392523364,0.205607476635514,0.11214953271028037
rostralanteriorcingulate-rh,0.15833333333333333,0.11666666666666667,0.09166666666666666,0.14166666666666666,0.09166666666666666,0.10833333333333334,0.11666666666666667,0.175
