,frontalpole-lh,fusiform-rh,inferiorparietal-rh,insula-lh,lateraloccipital-rh,lingual-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.16535433070866143,0.09448818897637795,0.10236220472440945,0.11811023622047244,0.11811023622047244,0.12598425196850394,0.12598425196850394,0.14960629921259844
fusiform-rh,0.16091954022988506,0.19540229885057472,0.04597701149425287,0.1839080459770115,0.06896551724137931,0.08045977011494253,0.08045977011494253,0.1839080459770115
inferiorparietal-rh,0.12941176470588237,0.023529411764705882,0.17647058823529413,0.058823529411764705,0.17647058823529413,0.1411764705882353,0.18823529411764706,0.10588235294117647
insula-lh,0.16666666666666666,0.13725490196078433,0.06862745098039216,0.16666666666666666,0.08823529411764706,0.09803921568627451,0.09803921568627451,0.17647058823529413
lateraloccipital-rh,0.13,0.04,0.16,0.07,0.17,0.14,0.18,0.11
lingual-rh,0.14,0.05,0.14,0.08,0.16,0.15,0.16,0.12
rostralanteriorcingulate-lh,0.12727272727272726,0.045454545454545456,0.14545454545454545,0.07272727272727272,0.16363636363636364,0.13636363636363635,0.2,0.10909090909090909
rostralanteriorcingulate-rh,0.168,0.112,0.088,0.136,0.104,0.112,0.112,0.168
