,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,medialorbitofrontal-rh,parahippocampal-rh,parsorbitalis-lh,parstriangularis-rh,temporalpole-rh
frontalpole-lh,0.6060606060606061,0.0,0.0,0.15151515151515152,0.0,0.24242424242424243,0.0,0.0
frontalpole-rh,0.0625,0.53125,0.0,0.0,0.40625,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
medialorbitofrontal-rh,0.04,0.0,0.0,0.36,0.0,0.38666666666666666,0.0,0.21333333333333335
parahippocampal-rh,0.0,0.35,0.0,0.0,0.65,0.0,0.0,0.0
parsorbitalis-lh,0.06896551724137931,0.0,0.0,0.3103448275862069,0.0,0.40229885057471265,0.0,0.21839080459770116
parstriangularis-rh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
temporalpole-rh,0.0,0.0,0.0,0.20588235294117646,0.0,0.27941176470588236,0.0,0.5147058823529411
