,entorhinal-rh,frontalpole-lh,frontalpole-rh,inferiortemporal-rh,medialorbitofrontal-rh,parahippocampal-rh,temporalpole-rh,transversetemporal-rh
entorhinal-rh,0.43103448275862066,0.0,0.0,0.3448275862068966,0.0,0.14655172413793102,0.0,0.07758620689655173
frontalpole-lh,0.0,0.9736842105263158,0.02631578947368421,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.022988505747126436,0.41379310344827586,0.0,0.3333333333333333,0.09770114942528736,0.0,0.13218390804597702
inferiortemporal-rh,0.35185185185185186,0.0,0.0,0.49074074074074076,0.0,0.1111111111111111,0.0,0.046296296296296294
medialorbitofrontal-rh,0.0,0.011764705882352941,0.31176470588235294,0.0,0.4470588235294118,0.09411764705882353,0.052941176470588235,0.08235294117647059
parahippocampal-rh,0.08791208791208792,0.0,0.08241758241758242,0.04945054945054945,0.08241758241758242,0.4725274725274725,0.09340659340659341,0.13186813186813187
temporalpole-rh,0.0,0.0,0.0,0.0,0.1,0.11818181818181818,0.6454545454545455,0.13636363636363635
transversetemporal-rh,0.06474820143884892,0.014388489208633094,0.16546762589928057,0.02158273381294964,0.10071942446043165,0.14388489208633093,0.07913669064748201,0.41007194244604317
