,cuneus-lh,entorhinal-lh,inferiorparietal-lh,lateralorbitofrontal-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,paracentral-lh,rostralmiddlefrontal-lh
cuneus-lh,0.14516129032258066,0.06451612903225806,0.0967741935483871,0.14516129032258066,0.14516129032258066,0.12903225806451613,0.12903225806451613,0.14516129032258066
entorhinal-lh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
inferiorparietal-lh,0.1282051282051282,0.10256410256410256,0.1282051282051282,0.1282051282051282,0.1282051282051282,0.1282051282051282,0.1282051282051282,0.1282051282051282
lateralorbitofrontal-rh,0.15384615384615385,0.06153846153846154,0.09230769230769231,0.15384615384615385,0.13846153846153847,0.12307692307692308,0.12307692307692308,0.15384615384615385
medialorbitofrontal-lh,0.13793103448275862,0.06896551724137931,0.10344827586206896,0.13793103448275862,0.13793103448275862,0.13793103448275862,0.13793103448275862,0.13793103448275862
medialorbitofrontal-rh,0.1346153846153846,0.07692307692307693,0.11538461538461539,0.1346153846153846,0.1346153846153846,0.1346153846153846,0.1346153846153846,0.1346153846153846
paracentral-lh,0.1346153846153846,0.07692307692307693,0.11538461538461539,0.1346153846153846,0.1346153846153846,0.1346153846153846,0.1346153846153846,0.1346153846153846
rostralmiddlefrontal-lh,0.14516129032258066,0.06451612903225806,0.0967741935483871,0.14516129032258066,0.14516129032258066,0.12903225806451613,0.12903225806451613,0.14516129032258066
