,bankssts-lh,caudalanteriorcingulate-lh,fusiform-lh,inferiorparietal-lh,insula-lh,lateralorbitofrontal-lh,rostralanteriorcingulate-rh,superiorparietal-lh
bankssts-lh,0.12903225806451613,0.12903225806451613,0.0967741935483871,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.12903225806451613
caudalanteriorcingulate-lh,0.11904761904761904,0.14285714285714285,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.09523809523809523,0.14285714285714285
fusiform-lh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
inferiorparietal-lh,0.11904761904761904,0.14285714285714285,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.09523809523809523,0.14285714285714285
insula-lh,0.13513513513513514,0.13513513513513514,0.08108108108108109,0.13513513513513514,0.13513513513513514,0.13513513513513514,0.10810810810810811,0.13513513513513514
lateralorbitofrontal-lh,0.13513513513513514,0.13513513513513514,0.08108108108108109,0.13513513513513514,0.13513513513513514,0.13513513513513514,0.10810810810810811,0.13513513513513514
rostralanteriorcingulate-rh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
superiorparietal-lh,0.13513513513513514,0.13513513513513514,0.08108108108108109,0.13513513513513514,0.13513513513513514,0.13513513513513514,0.10810810810810811,0.13513513513513514
