,FC5,T8,FC6,F8,AF7,AF3,CP4,FT8
FC5,0.5573770491803278,0.0,0.0,0.0,0.30327868852459017,0.0,0.13934426229508196,0.0
T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.4111111111111111,0.0,0.0,0.0,0.4,0.0,0.18888888888888888,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.7857142857142857,0.0,0.21428571428571427
CP4,0.34,0.0,0.0,0.0,0.34,0.0,0.32,0.0
FT8,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.42857142857142855
