,frontalpole-rh,fusiform-lh,inferiortemporal-lh,isthmuscingulate-rh,medialorbitofrontal-rh,parahippocampal-lh,parahippocampal-rh,temporalpole-rh
frontalpole-rh,0.5303197353914002,0.0,0.027563395810363836,0.0,0.22932745314222713,0.03197353914002205,0.09151047409040794,0.08930540242557883
fusiform-lh,0.0,0.26199261992619927,0.23862238622386223,0.18265682656826568,0.08056580565805659,0.22755227552275523,0.008610086100861008,0.0
inferiortemporal-lh,0.013922518159806295,0.23849878934624696,0.2717917675544794,0.17796610169491525,0.07082324455205811,0.21973365617433413,0.007263922518159807,0.0
isthmuscingulate-rh,0.0,0.2049731182795699,0.20362903225806453,0.3407258064516129,0.05981182795698925,0.19086021505376344,0.0,0.0
medialorbitofrontal-rh,0.1679324894514768,0.10886075949367088,0.0970464135021097,0.07172995780590717,0.32742616033755273,0.10970464135021098,0.08016877637130802,0.03713080168776371
parahippocampal-lh,0.01746987951807229,0.21987951807228914,0.21686746987951808,0.163855421686747,0.0783132530120482,0.29036144578313255,0.01325301204819277,0.0
parahippocampal-rh,0.07952286282306163,0.011928429423459244,0.009940357852882704,0.0,0.09244532803180915,0.017892644135188866,0.643141153081511,0.14512922465208747
temporalpole-rh,0.09665871121718377,0.0,0.0,0.0,0.0513126491646778,0.0,0.16706443914081145,0.684964200477327
