,caudalanteriorcingulate-lh,frontalpole-rh,insula-rh,isthmuscingulate-rh,lateraloccipital-rh,paracentral-rh,rostralanteriorcingulate-rh,superiorparietal-rh
caudalanteriorcingulate-lh,0.1262950172668969,0.12284163788850518,0.12530833744449926,0.12530833744449926,0.1262950172668969,0.12580167735569808,0.12284163788850518,0.12530833744449926
frontalpole-rh,0.12222222222222222,0.12512077294685992,0.12560386473429952,0.12657004830917876,0.1246376811594203,0.12512077294685992,0.12512077294685992,0.12560386473429952
insula-rh,0.12311435523114356,0.12311435523114356,0.12603406326034064,0.12603406326034064,0.12603406326034064,0.12652068126520682,0.12311435523114356,0.12603406326034064
isthmuscingulate-rh,0.12282398452611218,0.12330754352030948,0.12620889748549324,0.12620889748549324,0.12572533849129594,0.12620889748549324,0.12330754352030948,0.12620889748549324
lateraloccipital-rh,0.12469556746225037,0.1227471992206527,0.1256697515830492,0.1256697515830492,0.12664393570384802,0.12615684364344862,0.1227471992206527,0.1256697515830492
paracentral-rh,0.12384202827888835,0.12286689419795221,0.1257922964407606,0.1257922964407606,0.12676743052169673,0.12627986348122866,0.12286689419795221,0.1257922964407606
rostralanteriorcingulate-rh,0.12295081967213115,0.12487945998071359,0.1253616200578592,0.12632594021215043,0.12487945998071359,0.1253616200578592,0.12487945998071359,0.1253616200578592
superiorparietal-rh,0.12312166747455162,0.12312166747455162,0.12603005332040718,0.12603005332040718,0.12603005332040718,0.12651478429471644,0.12312166747455162,0.12603005332040718
