,frontalpole-lh,frontalpole-rh,insula-rh,lateralorbitofrontal-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parsorbitalis-rh,temporalpole-lh
frontalpole-lh,0.22365591397849463,0.17849462365591398,0.07096774193548387,0.06451612903225806,0.15053763440860216,0.21935483870967742,0.012903225806451613,0.07956989247311828
frontalpole-rh,0.1157556270096463,0.19131832797427653,0.12218649517684887,0.10289389067524116,0.17684887459807075,0.17684887459807075,0.05305466237942122,0.06109324758842444
insula-rh,0.03968253968253968,0.10158730158730159,0.2253968253968254,0.20476190476190476,0.1634920634920635,0.09047619047619047,0.12698412698412698,0.047619047619047616
lateralorbitofrontal-rh,0.03728813559322034,0.08813559322033898,0.211864406779661,0.24745762711864408,0.15423728813559323,0.07627118644067797,0.1440677966101695,0.04067796610169491
medialorbitofrontal-lh,0.08367626886145405,0.14266117969821673,0.15775034293552812,0.1412894375857339,0.21810699588477367,0.149519890260631,0.06858710562414266,0.038408779149519894
medialorbitofrontal-rh,0.13569321533923304,0.17404129793510326,0.10176991150442478,0.084070796460177,0.18141592920353983,0.2345132743362832,0.03392330383480826,0.05457227138643068
parsorbitalis-rh,0.005763688760806916,0.07204610951008646,0.21037463976945245,0.21902017291066284,0.11815561959654179,0.043227665706051875,0.2881844380403458,0.043227665706051875
temporalpole-lh,0.12323943661971831,0.13380281690140844,0.11267605633802817,0.09154929577464789,0.10915492957746478,0.13028169014084506,0.056338028169014086,0.24295774647887325
