,caudalmiddlefrontal-rh,parstriangularis-rh,postcentral-rh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh,supramarginal-rh
caudalmiddlefrontal-rh,0.36363636363636365,0.13286713286713286,0.0,0.0,0.13286713286713286,0.16083916083916083,0.07692307692307693,0.13286713286713286
parstriangularis-rh,0.10465116279069768,0.25,0.08139534883720931,0.0,0.23837209302325582,0.1569767441860465,0.0,0.1686046511627907
postcentral-rh,0.0,0.14583333333333334,0.3125,0.16666666666666666,0.14583333333333334,0.08333333333333333,0.0,0.14583333333333334
superiorparietal-rh,0.0,0.0,0.14432989690721648,0.5257731958762887,0.0,0.0,0.16494845360824742,0.16494845360824742
superiortemporal-lh,0.10982658959537572,0.23699421965317918,0.08092485549132948,0.0,0.24277456647398843,0.16184971098265896,0.0,0.1676300578034682
superiortemporal-rh,0.14743589743589744,0.1858974358974359,0.0641025641025641,0.0,0.19230769230769232,0.22435897435897437,0.0,0.1858974358974359
supramarginal-lh,0.11458333333333333,0.0,0.0,0.16666666666666666,0.0,0.0,0.53125,0.1875
supramarginal-rh,0.09090909090909091,0.13875598086124402,0.06698564593301436,0.07655502392344497,0.13875598086124402,0.14354066985645933,0.09090909090909091,0.2535885167464115
