,frontalpole-lh,frontalpole-rh,inferiorparietal-lh,inferiortemporal-rh,insula-rh,isthmuscingulate-rh,parahippocampal-rh,temporalpole-rh
frontalpole-lh,0.6774193548387096,0.2642089093701997,0.0,0.0,0.0,0.0,0.05837173579109063,0.0
frontalpole-rh,0.2492753623188406,0.6927536231884058,0.0,0.0,0.0,0.0,0.03333333333333333,0.02463768115942029
inferiorparietal-lh,0.0,0.0,0.7528089887640449,0.0,0.031210986267166042,0.10736579275905118,0.03245942571785269,0.07615480649188515
inferiortemporal-rh,0.0,0.0,0.0,0.466046511627907,0.1888372093023256,0.0,0.34511627906976744,0.0
insula-rh,0.0,0.0,0.02030008826125331,0.18181818181818182,0.560458958517211,0.0,0.17122683142100617,0.06619593998234775
isthmuscingulate-rh,0.0,0.0,0.13513513513513514,0.0,0.0,0.8648648648648649,0.0,0.0
parahippocampal-rh,0.031327287716405604,0.01731244847485573,0.01978565539983512,0.31574608408903543,0.1615828524319868,0.0,0.4542456718878813,0.0
temporalpole-rh,0.0,0.02445302445302445,0.07850707850707851,0.0,0.1093951093951094,0.0,0.0,0.7876447876447876
