,bankssts-lh,fusiform-rh,inferiortemporal-rh,middletemporal-lh,parahippocampal-lh,parahippocampal-rh,temporalpole-lh,transversetemporal-lh
bankssts-lh,0.631578947368421,0.0,0.0,0.05921052631578947,0.05921052631578947,0.0,0.1513157894736842,0.09868421052631579
fusiform-rh,0.0,0.3191489361702128,0.3617021276595745,0.0,0.0,0.3191489361702128,0.0,0.0
inferiortemporal-rh,0.0,0.16842105263157894,0.5894736842105263,0.0,0.0,0.24210526315789474,0.0,0.0
middletemporal-lh,0.08875739644970414,0.0,0.0,0.514792899408284,0.08284023668639054,0.0,0.05325443786982249,0.2603550295857988
parahippocampal-lh,0.2826086956521739,0.0,0.0,0.21739130434782608,0.32608695652173914,0.0,0.0,0.17391304347826086
parahippocampal-rh,0.0,0.25396825396825395,0.3968253968253968,0.0,0.0,0.3492063492063492,0.0,0.0
temporalpole-lh,0.09032258064516129,0.0,0.0,0.07741935483870968,0.0,0.0,0.6580645161290323,0.17419354838709677
transversetemporal-lh,0.11981566820276497,0.0,0.0,0.22580645161290322,0.055299539170506916,0.0,0.07834101382488479,0.5207373271889401
