,bankssts-lh,fusiform-lh,inferiortemporal-lh,middletemporal-lh,parahippocampal-lh,parahippocampal-rh,temporalpole-lh,transversetemporal-lh
bankssts-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fusiform-lh,0.0,0.3448275862068966,0.22413793103448276,0.0,0.29310344827586204,0.0,0.0,0.13793103448275862
inferiortemporal-lh,0.0,0.2982456140350877,0.2982456140350877,0.0,0.3508771929824561,0.0,0.0,0.05263157894736842
middletemporal-lh,0.0,0.0,0.0625,0.9375,0.0,0.0,0.0,0.0
parahippocampal-lh,0.0,0.25,0.2,0.0,0.4625,0.0,0.0,0.0875
parahippocampal-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
transversetemporal-lh,0.0,0.16666666666666666,0.0,0.0,0.125,0.0,0.0,0.7083333333333334
