,Fp1,F7,FT9,F8,Fp2,AFz,F6,AF4
Fp1,0.6688311688311688,0.0,0.0,0.0,0.0,0.33116883116883117,0.0,0.0
F7,0.0,0.49812734082397003,0.0,0.0,0.0,0.50187265917603,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.09981167608286252,0.2523540489642185,0.0,0.0,0.0,0.647834274952919,0.0,0.0
F6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
