,Fp1,F7,FT9,F8,Fp2,AFz,F6,AF4
Fp1,0.8709677419354839,0.0,0.0,0.0,0.0,0.12903225806451613,0.0,0.0
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.5068493150684932,0.0,0.0,0.0,0.0,0.4931506849315068,0.0,0.0
F6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
