,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,superiorfrontal-rh,superiorparietal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-rh,0.3875968992248062,0.0,0.0,0.0,0.16279069767441862,0.3178294573643411,0.0,0.13178294573643412
inferiorparietal-rh,0.0,0.3368421052631579,0.0,0.3473684210526316,0.0,0.0,0.3157894736842105,0.0
parsopercularis-lh,0.0,0.0,0.3815789473684211,0.0,0.32894736842105265,0.0,0.2894736842105263,0.0
parstriangularis-rh,0.0,0.2323943661971831,0.0,0.5352112676056338,0.0,0.0,0.2323943661971831,0.0
superiorfrontal-rh,0.14893617021276595,0.0,0.18439716312056736,0.0,0.3191489361702128,0.14893617021276595,0.15602836879432624,0.0425531914893617
superiorparietal-lh,0.36936936936936937,0.0,0.0,0.0,0.1891891891891892,0.38738738738738737,0.0,0.05405405405405406
superiortemporal-rh,0.0,0.1951219512195122,0.13414634146341464,0.2073170731707317,0.13414634146341464,0.0,0.32926829268292684,0.0
supramarginal-lh,0.21518987341772153,0.0,0.0,0.0,0.0759493670886076,0.0759493670886076,0.0,0.6329113924050633
