,fusiform-lh,lingual-lh,middletemporal-lh,parahippocampal-lh,parsorbitalis-lh,temporalpole-lh,transversetemporal-lh,transversetemporal-rh
fusiform-lh,0.7246376811594203,0.0,0.10144927536231885,0.043478260869565216,0.028985507246376812,0.0,0.0,0.10144927536231885
lingual-lh,0.0,0.34831460674157305,0.1348314606741573,0.25842696629213485,0.033707865168539325,0.0,0.2247191011235955,0.0
middletemporal-lh,0.056179775280898875,0.14606741573033707,0.48314606741573035,0.14606741573033707,0.0,0.02247191011235955,0.14606741573033707,0.0
parahippocampal-lh,0.0,0.3333333333333333,0.16049382716049382,0.3333333333333333,0.037037037037037035,0.0,0.13580246913580246,0.0
parsorbitalis-lh,0.0,0.08196721311475409,0.0,0.04918032786885246,0.7704918032786885,0.04918032786885246,0.04918032786885246,0.0
temporalpole-lh,0.0,0.0,0.05970149253731343,0.0,0.11940298507462686,0.8208955223880597,0.0,0.0
transversetemporal-lh,0.0,0.17073170731707318,0.036585365853658534,0.07317073170731707,0.012195121951219513,0.0,0.6219512195121951,0.08536585365853659
transversetemporal-rh,0.18333333333333332,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.7833333333333333
