,entorhinal-rh,frontalpole-lh,frontalpole-rh,middletemporal-lh,parahippocampal-rh,parsorbitalis-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
entorhinal-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.7702702702702703,0.06756756756756757,0.04054054054054054,0.08108108108108109,0.013513513513513514,0.013513513513513514,0.013513513513513514
frontalpole-rh,0.0,0.1411764705882353,0.38823529411764707,0.0,0.0,0.16470588235294117,0.15294117647058825,0.15294117647058825
middletemporal-lh,0.0,0.0136986301369863,0.0273972602739726,0.410958904109589,0.0,0.1643835616438356,0.2328767123287671,0.1506849315068493
parahippocampal-rh,0.0,0.0851063829787234,0.0,0.0,0.9148936170212766,0.0,0.0,0.0
parsorbitalis-lh,0.0,0.008695652173913044,0.16521739130434782,0.06956521739130435,0.0,0.28695652173913044,0.24347826086956523,0.22608695652173913
rostralanteriorcingulate-lh,0.0,0.016260162601626018,0.16260162601626016,0.08943089430894309,0.0,0.21951219512195122,0.2764227642276423,0.23577235772357724
rostralanteriorcingulate-rh,0.0,0.02702702702702703,0.16216216216216217,0.05405405405405406,0.0,0.2072072072072072,0.24324324324324326,0.3063063063063063
