,Fp1,Cz,F4,Fp2,AF7,F6,AF8,AF4
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cz,0.0,0.3867403314917127,0.0,0.0,0.0,0.3701657458563536,0.0,0.2430939226519337
F4,0.0,0.0,0.9621621621621622,0.0,0.0,0.0,0.03783783783783784,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0
F6,0.0,0.3785310734463277,0.0,0.0,0.0,0.3728813559322034,0.0,0.24858757062146894
AF8,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,0.4666666666666667,0.0
AF4,0.0,0.33587786259541985,0.0,0.0,0.0,0.33587786259541985,0.0,0.3282442748091603
