,Fp1,T7,TP9,P7,Cz,Fp2,TP7,PO7
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.49333333333333335,0.0,0.0,0.0,0.5066666666666667,0.0
P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP7,0.0,0.0,0.3838383838383838,0.0,0.0,0.0,0.6161616161616161,0.0
PO7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
