,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,parahippocampal-rh,posteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh,temporalpole-rh
frontalpole-lh,0.6395833333333333,0.11770833333333333,0.15833333333333333,0.0,0.0,0.028125,0.016666666666666666,0.03958333333333333
frontalpole-rh,0.11574556830031282,0.4932221063607925,0.14494264859228362,0.03128258602711158,0.0,0.1261730969760167,0.08237747653806048,0.006256517205422315
medialorbitofrontal-lh,0.14417744916820702,0.12476894639556377,0.512014787430684,0.015711645101663587,0.006469500924214418,0.1044362292051756,0.05822550831792976,0.034195933456561925
parahippocampal-rh,0.0,0.04052098408104197,0.02894356005788712,0.7945007235890015,0.0,0.08972503617945007,0.0,0.04630969609261939
posteriorcingulate-lh,0.0,0.0,0.020754716981132074,0.0,0.7716981132075472,0.16981132075471697,0.03773584905660377,0.0
rostralanteriorcingulate-rh,0.023890784982935155,0.09982935153583618,0.1015358361774744,0.052901023890784986,0.07252559726962457,0.49573378839590443,0.1493174061433447,0.004266211604095563
temporalpole-lh,0.021953896816684963,0.0845225027442371,0.06915477497255763,0.0,0.01756311745334797,0.1877058177826564,0.6190998902305159,0.0
temporalpole-rh,0.049635036496350364,0.013138686131386862,0.04817518248175182,0.040875912408759124,0.0,0.004379562043795621,0.0,0.8437956204379562
