,frontalpole-lh,frontalpole-rh,paracentral-rh,pericalcarine-rh,posteriorcingulate-lh,posteriorcingulate-rh,temporalpole-lh,temporalpole-rh
frontalpole-lh,0.3425925925925926,0.3611111111111111,0.2962962962962963,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.25161290322580643,0.44516129032258067,0.25806451612903225,0.0,0.04516129032258064,0.0,0.0,0.0
paracentral-rh,0.07862407862407862,0.10319410319410319,0.5233415233415234,0.0,0.1941031941031941,0.10073710073710074,0.0,0.0
pericalcarine-rh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
posteriorcingulate-lh,0.0,0.020833333333333332,0.32083333333333336,0.0,0.48333333333333334,0.175,0.0,0.0
posteriorcingulate-rh,0.0,0.0,0.26618705035971224,0.0,0.2733812949640288,0.460431654676259,0.0,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
