,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-lh,medialorbitofrontal-lh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-rh
frontalpole-lh,0.5101351351351351,0.0,0.0033783783783783786,0.2195945945945946,0.2668918918918919,0.0,0.0,0.0
frontalpole-rh,0.0,0.2638888888888889,0.16666666666666666,0.0,0.0,0.08333333333333333,0.2777777777777778,0.20833333333333334
lateralorbitofrontal-lh,0.01977401129943503,0.02824858757062147,0.3531073446327684,0.0480225988700565,0.12146892655367232,0.15819209039548024,0.16101694915254236,0.11016949152542373
medialorbitofrontal-lh,0.2863070539419087,0.0,0.04564315352697095,0.3360995850622407,0.33195020746887965,0.0,0.0,0.0
parahippocampal-rh,0.25290697674418605,0.0,0.10755813953488372,0.23837209302325582,0.38953488372093026,0.011627906976744186,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.016736401673640166,0.2510460251046025,0.0,0.02510460251046025,0.2719665271966527,0.25523012552301255,0.1799163179916318
rostralanteriorcingulate-rh,0.0,0.06557377049180328,0.20655737704918034,0.0,0.003278688524590164,0.2098360655737705,0.29508196721311475,0.21967213114754097
rostralmiddlefrontal-rh,0.0,0.061224489795918366,0.1836734693877551,0.0,0.0,0.2,0.2816326530612245,0.27346938775510204
