,frontalpole-lh,frontalpole-rh,paracentral-rh,pericalcarine-rh,posteriorcingulate-lh,posteriorcingulate-rh,temporalpole-lh,temporalpole-rh
frontalpole-lh,0.7424042272126816,0.16776750330250992,0.0488771466314399,0.015852047556142668,0.0,0.0,0.0,0.02509907529722589
frontalpole-rh,0.19581464872944693,0.6457399103139013,0.059790732436472344,0.0,0.01046337817638266,0.0,0.02391629297458894,0.06427503736920777
paracentral-rh,0.034050179211469536,0.03763440860215054,0.4883512544802867,0.0,0.1478494623655914,0.28046594982078854,0.011648745519713262,0.0
pericalcarine-rh,0.017857142857142856,0.0,0.0,0.8089285714285714,0.02142857142857143,0.075,0.07678571428571429,0.0
posteriorcingulate-lh,0.0,0.006613756613756613,0.2156084656084656,0.015873015873015872,0.5132275132275133,0.20105820105820105,0.047619047619047616,0.0
posteriorcingulate-rh,0.0019398642095053346,0.0,0.3055286129970902,0.03491755577109602,0.1367604267701261,0.492725509214355,0.014548981571290009,0.013579049466537343
temporalpole-lh,0.0,0.027700831024930747,0.023545706371191136,0.05955678670360111,0.04847645429362881,0.02631578947368421,0.7867036011080333,0.027700831024930747
temporalpole-rh,0.024285714285714285,0.05,0.0,0.0,0.0,0.02,0.022857142857142857,0.8828571428571429
