,FT9,F4,F8,FT7,P2,FT8,AF8,AF4
FT9,0.2698412698412698,0.0,0.0,0.0,0.19047619047619047,0.2698412698412698,0.0,0.2698412698412698
F4,0.0,0.38095238095238093,0.3333333333333333,0.0,0.0,0.0,0.2857142857142857,0.0
F8,0.0,0.12195121951219512,0.4146341463414634,0.0,0.0,0.0,0.4634146341463415,0.0
FT7,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.25
P2,0.26,0.0,0.0,0.0,0.22,0.26,0.0,0.26
FT8,0.20454545454545456,0.0,0.0,0.0,0.13636363636363635,0.3181818181818182,0.0,0.3409090909090909
AF8,0.0,0.1,0.425,0.0,0.0,0.0,0.475,0.0
AF4,0.18181818181818182,0.0,0.0,0.0,0.12121212121212122,0.31313131313131315,0.0,0.3838383838383838
