,caudalmiddlefrontal-lh,inferiorparietal-rh,parsopercularis-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiortemporal-lh,supramarginal-lh
caudalmiddlefrontal-lh,0.30927835051546393,0.0,0.12371134020618557,0.25773195876288657,0.16494845360824742,0.14432989690721648,0.0,0.0
inferiorparietal-rh,0.0,0.5072463768115942,0.0,0.0,0.0,0.14492753623188406,0.17391304347826086,0.17391304347826086
parsopercularis-lh,0.08870967741935484,0.0,0.4838709677419355,0.12096774193548387,0.18548387096774194,0.12096774193548387,0.0,0.0
rostralmiddlefrontal-lh,0.1875,0.0078125,0.109375,0.4140625,0.2109375,0.0703125,0.0,0.0
rostralmiddlefrontal-rh,0.13793103448275862,0.0,0.21551724137931033,0.23275862068965517,0.35344827586206895,0.0603448275862069,0.0,0.0
superiorfrontal-lh,0.12871287128712872,0.0891089108910891,0.16831683168316833,0.07920792079207921,0.07920792079207921,0.45544554455445546,0.0,0.0
superiortemporal-lh,0.0,0.2708333333333333,0.0,0.0,0.0,0.0,0.4791666666666667,0.25
supramarginal-lh,0.0,0.35135135135135137,0.0,0.0,0.0,0.0,0.32432432432432434,0.32432432432432434
