,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-rh,supramarginal-lh
caudalmiddlefrontal-lh,0.2575107296137339,0.08583690987124463,0.1459227467811159,0.0,0.18025751072961374,0.10300429184549356,0.1072961373390558,0.12017167381974249
caudalmiddlefrontal-rh,0.1386861313868613,0.22627737226277372,0.15328467153284672,0.043795620437956206,0.08759124087591241,0.15328467153284672,0.10948905109489052,0.08759124087591241
inferiorparietal-rh,0.17582417582417584,0.12087912087912088,0.24175824175824176,0.0,0.11538461538461539,0.1043956043956044,0.10989010989010989,0.13186813186813187
parsopercularis-lh,0.0,0.07246376811594203,0.0,0.6811594202898551,0.0,0.0,0.2463768115942029,0.0
rostralmiddlefrontal-lh,0.2198952879581152,0.05235602094240838,0.1099476439790576,0.0,0.31413612565445026,0.05759162303664921,0.07853403141361257,0.16753926701570682
rostralmiddlefrontal-rh,0.18382352941176472,0.13970588235294118,0.13970588235294118,0.0,0.09558823529411764,0.25,0.10294117647058823,0.08823529411764706
superiorfrontal-rh,0.14917127071823205,0.07734806629834254,0.12154696132596685,0.09944751381215469,0.09392265193370165,0.07734806629834254,0.30939226519337015,0.0718232044198895
supramarginal-lh,0.15384615384615385,0.06043956043956044,0.12637362637362637,0.0,0.1813186813186813,0.06043956043956044,0.07142857142857142,0.34615384615384615
