,bankssts-lh,fusiform-rh,insula-lh,isthmuscingulate-rh,lateralorbitofrontal-lh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralmiddlefrontal-lh
bankssts-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fusiform-rh,0.0,0.6190476190476191,0.0,0.19047619047619047,0.0,0.19047619047619047,0.0,0.0
insula-lh,0.0,0.0,0.3311897106109325,0.0,0.21864951768488747,0.0,0.17041800643086816,0.2797427652733119
isthmuscingulate-rh,0.0,0.1322314049586777,0.0,0.5206611570247934,0.0,0.34710743801652894,0.0,0.0
lateralorbitofrontal-lh,0.0,0.0,0.2809917355371901,0.0,0.2768595041322314,0.0,0.16115702479338842,0.2809917355371901
parahippocampal-rh,0.0,0.16161616161616163,0.0,0.42424242424242425,0.0,0.41414141414141414,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.27419354838709675,0.0,0.1989247311827957,0.0,0.27956989247311825,0.24731182795698925
rostralmiddlefrontal-lh,0.0,0.0,0.29180327868852457,0.0,0.22295081967213115,0.0,0.15737704918032788,0.32786885245901637
