,cuneus-lh,entorhinal-lh,frontalpole-lh,frontalpole-rh,parahippocampal-lh,parahippocampal-rh,pericalcarine-rh,temporalpole-lh
cuneus-lh,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
entorhinal-lh,0.0,0.7096774193548387,0.0,0.0,0.2903225806451613,0.0,0.0,0.0
frontalpole-lh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
parahippocampal-lh,0.0,0.125,0.0,0.0,0.6964285714285714,0.17857142857142858,0.0,0.0
parahippocampal-rh,0.0,0.0,0.0,0.0,0.2631578947368421,0.7368421052631579,0.0,0.0
pericalcarine-rh,0.1917808219178082,0.0,0.0,0.0,0.0,0.0,0.8082191780821918,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
