,frontalpole-rh,isthmuscingulate-rh,paracentral-lh,paracentral-rh,parahippocampal-lh,parstriangularis-rh,posteriorcingulate-lh,posteriorcingulate-rh
frontalpole-rh,0.7619047619047619,0.23809523809523808,0.0,0.0,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.2222222222222222,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0
paracentral-lh,0.0,0.0,0.21428571428571427,0.23214285714285715,0.10714285714285714,0.0,0.21428571428571427,0.23214285714285715
paracentral-rh,0.0,0.0,0.20754716981132076,0.22641509433962265,0.1320754716981132,0.0,0.20754716981132076,0.22641509433962265
parahippocampal-lh,0.0,0.0,0.14814814814814814,0.18518518518518517,0.3333333333333333,0.0,0.14814814814814814,0.18518518518518517
parstriangularis-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
posteriorcingulate-lh,0.0,0.0,0.21428571428571427,0.23214285714285715,0.10714285714285714,0.0,0.21428571428571427,0.23214285714285715
posteriorcingulate-rh,0.0,0.0,0.20754716981132076,0.22641509433962265,0.1320754716981132,0.0,0.20754716981132076,0.22641509433962265
