,entorhinal-lh,lateralorbitofrontal-lh,paracentral-lh,parsopercularis-lh,posteriorcingulate-lh,posteriorcingulate-rh,rostralanteriorcingulate-lh,temporalpole-lh
entorhinal-lh,0.9411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705
lateralorbitofrontal-lh,0.0,0.2222222222222222,0.19444444444444445,0.0,0.16666666666666666,0.16666666666666666,0.25,0.0
paracentral-lh,0.0,0.10869565217391304,0.2391304347826087,0.0,0.2608695652173913,0.21739130434782608,0.17391304347826086,0.0
parsopercularis-lh,0.06666666666666667,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0
posteriorcingulate-lh,0.0,0.09523809523809523,0.23809523809523808,0.0,0.2857142857142857,0.21428571428571427,0.16666666666666666,0.0
posteriorcingulate-rh,0.0,0.1111111111111111,0.2222222222222222,0.0,0.2777777777777778,0.25,0.1388888888888889,0.0
rostralanteriorcingulate-lh,0.0,0.16666666666666666,0.22916666666666666,0.0,0.20833333333333334,0.14583333333333334,0.25,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
