,F7,C3,FT10,AF7,AF3,PO4,PO8,AF8
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.25,0.0,0.375,0.0,0.0,0.375
AF7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.021505376344086023,0.0,0.4946236559139785,0.0,0.0,0.4838709677419355
PO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.021052631578947368,0.0,0.4842105263157895,0.0,0.0,0.49473684210526314
