,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-lh,superiortemporal-lh,superiortemporal-rh
inferiorparietal-rh,0.13559322033898305,0.0423728813559322,0.13559322033898305,0.1440677966101695,0.1440677966101695,0.11016949152542373,0.1440677966101695,0.1440677966101695
parsopercularis-lh,0.1276595744680851,0.10638297872340426,0.1276595744680851,0.1276595744680851,0.1276595744680851,0.1276595744680851,0.1276595744680851,0.1276595744680851
parstriangularis-rh,0.13559322033898305,0.0423728813559322,0.13559322033898305,0.1440677966101695,0.1440677966101695,0.11016949152542373,0.1440677966101695,0.1440677966101695
rostralmiddlefrontal-lh,0.1322314049586777,0.04132231404958678,0.1322314049586777,0.1487603305785124,0.14049586776859505,0.10743801652892562,0.15702479338842976,0.14049586776859505
rostralmiddlefrontal-rh,0.13333333333333333,0.041666666666666664,0.13333333333333333,0.15,0.14166666666666666,0.10833333333333334,0.15,0.14166666666666666
superiorparietal-lh,0.13725490196078433,0.049019607843137254,0.13725490196078433,0.13725490196078433,0.13725490196078433,0.12745098039215685,0.13725490196078433,0.13725490196078433
superiortemporal-lh,0.1322314049586777,0.04132231404958678,0.1322314049586777,0.1487603305785124,0.14049586776859505,0.10743801652892562,0.15702479338842976,0.14049586776859505
superiortemporal-rh,0.13333333333333333,0.041666666666666664,0.13333333333333333,0.15,0.14166666666666666,0.10833333333333334,0.15,0.14166666666666666
