,P7,P8,TP10,P5,PO7,PO8,P6,TP8
P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.25,0.0,0.0,0.24927745664739884,0.25072254335260113,0.25
P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.0,0.25,0.0,0.0,0.24927745664739884,0.25072254335260113,0.25
P6,0.0,0.0,0.25,0.0,0.0,0.24927745664739884,0.25072254335260113,0.25
TP8,0.0,0.0,0.25,0.0,0.0,0.24927745664739884,0.25072254335260113,0.25
