,Fp1,Pz,Oz,O2,F8,AFz,PO4,PO8
Fp1,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.2
Pz,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.2
Oz,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.2
O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO4,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.2
PO8,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.2
