,cuneus-lh,cuneus-rh,frontalpole-rh,lateraloccipital-lh,lateraloccipital-rh,lateralorbitofrontal-rh,pericalcarine-rh,superiorparietal-rh
cuneus-lh,0.5853658536585366,0.36585365853658536,0.0,0.0,0.04878048780487805,0.0,0.0,0.0
cuneus-rh,0.20930232558139536,0.4883720930232558,0.0,0.0,0.27906976744186046,0.0,0.0,0.023255813953488372
frontalpole-rh,0.0,0.0,0.7307692307692307,0.0,0.0,0.2692307692307692,0.0,0.0
lateraloccipital-lh,0.015873015873015872,0.0,0.0,0.2857142857142857,0.1111111111111111,0.0,0.2857142857142857,0.30158730158730157
lateraloccipital-rh,0.0,0.13333333333333333,0.0,0.18333333333333332,0.31666666666666665,0.0,0.18333333333333332,0.18333333333333332
lateralorbitofrontal-rh,0.0,0.0,0.3023255813953488,0.0,0.0,0.6976744186046512,0.0,0.0
pericalcarine-rh,0.014925373134328358,0.0,0.0,0.26865671641791045,0.1044776119402985,0.0,0.3283582089552239,0.2835820895522388
superiorparietal-rh,0.015384615384615385,0.0,0.0,0.27692307692307694,0.1076923076923077,0.0,0.27692307692307694,0.3230769230769231
