,C3,Oz,O2,TP10,AFz,POz,PO4,PO8
C3,0.15,0.15,0.0,0.15,0.1,0.15,0.15,0.15
Oz,0.15,0.15,0.0,0.15,0.1,0.15,0.15,0.15
O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.15,0.15,0.0,0.15,0.1,0.15,0.15,0.15
AFz,0.15,0.15,0.0,0.15,0.1,0.15,0.15,0.15
POz,0.15,0.15,0.0,0.15,0.1,0.15,0.15,0.15
PO4,0.15,0.15,0.0,0.15,0.1,0.15,0.15,0.15
PO8,0.15,0.15,0.0,0.15,0.1,0.15,0.15,0.15
