,Oz,O2,CP2,F8,AFz,POz,PO4,PO8
Oz,0.15625,0.0,0.15625,0.15625,0.09375,0.125,0.15625,0.15625
O2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CP2,0.15625,0.0,0.15625,0.15625,0.09375,0.125,0.15625,0.15625
F8,0.15625,0.0,0.15625,0.15625,0.09375,0.125,0.15625,0.15625
AFz,0.15,0.0,0.15,0.15,0.1,0.15,0.15,0.15
POz,0.16,0.0,0.16,0.16,0.08,0.12,0.16,0.16
PO4,0.15625,0.0,0.15625,0.15625,0.09375,0.125,0.15625,0.15625
PO8,0.15625,0.0,0.15625,0.15625,0.09375,0.125,0.15625,0.15625
