,parsopercularis-lh,postcentral-rh,precentral-rh,rostralmiddlefrontal-lh,superiorfrontal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
parsopercularis-lh,0.12448132780082988,0.12863070539419086,0.12033195020746888,0.12863070539419086,0.12033195020746888,0.12448132780082988,0.12863070539419086,0.12448132780082988
postcentral-rh,0.12015503875968993,0.12790697674418605,0.12015503875968993,0.13178294573643412,0.12015503875968993,0.12403100775193798,0.13178294573643412,0.12403100775193798
precentral-rh,0.11877394636015326,0.12643678160919541,0.12643678160919541,0.12260536398467432,0.12643678160919541,0.12260536398467432,0.12643678160919541,0.13026819923371646
rostralmiddlefrontal-lh,0.12301587301587301,0.12698412698412698,0.11904761904761904,0.13095238095238096,0.11904761904761904,0.12301587301587301,0.1349206349206349,0.12301587301587301
superiorfrontal-rh,0.11877394636015326,0.12643678160919541,0.12643678160919541,0.12260536398467432,0.12643678160919541,0.12260536398467432,0.12643678160919541,0.13026819923371646
superiortemporal-lh,0.12449799196787148,0.1285140562248996,0.12048192771084337,0.1285140562248996,0.12048192771084337,0.12449799196787148,0.1285140562248996,0.12449799196787148
superiortemporal-rh,0.11969111969111969,0.1274131274131274,0.11969111969111969,0.13127413127413126,0.11969111969111969,0.12355212355212356,0.13513513513513514,0.12355212355212356
supramarginal-rh,0.11610486891385768,0.12734082397003746,0.12734082397003746,0.12359550561797752,0.12734082397003746,0.1198501872659176,0.12734082397003746,0.13108614232209737
