,parsopercularis-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-rh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
parsopercularis-lh,0.13122171945701358,0.12217194570135746,0.12669683257918551,0.11764705882352941,0.12669683257918551,0.11764705882352941,0.13122171945701358,0.12669683257918551
rostralmiddlefrontal-lh,0.1277533039647577,0.12334801762114538,0.1277533039647577,0.11894273127753303,0.1277533039647577,0.11894273127753303,0.1277533039647577,0.1277533039647577
rostralmiddlefrontal-rh,0.13122171945701358,0.12217194570135746,0.12669683257918551,0.11764705882352941,0.12669683257918551,0.11764705882352941,0.13122171945701358,0.12669683257918551
superiorfrontal-rh,0.1261682242990654,0.1261682242990654,0.1261682242990654,0.12149532710280374,0.1261682242990654,0.12149532710280374,0.1261682242990654,0.1261682242990654
superiorparietal-rh,0.13122171945701358,0.12217194570135746,0.12669683257918551,0.11764705882352941,0.12669683257918551,0.11764705882352941,0.13122171945701358,0.12669683257918551
superiortemporal-lh,0.12444444444444444,0.1288888888888889,0.12444444444444444,0.12,0.12444444444444444,0.12444444444444444,0.1288888888888889,0.12444444444444444
superiortemporal-rh,0.1282051282051282,0.12393162393162394,0.12393162393162394,0.11538461538461539,0.12393162393162394,0.12393162393162394,0.13675213675213677,0.12393162393162394
supramarginal-lh,0.13122171945701358,0.12217194570135746,0.12669683257918551,0.11764705882352941,0.12669683257918551,0.11764705882352941,0.13122171945701358,0.12669683257918551
