,Fp1,FT9,P7,FT10,F8,AF7,F1,AF8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P7,0.0,0.0,0.2909090909090909,0.3090909090909091,0.0,0.0,0.21818181818181817,0.18181818181818182
FT10,0.0,0.0,0.16666666666666666,0.37777777777777777,0.0,0.0,0.34444444444444444,0.1111111111111111
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1,0.0,0.0,0.1,0.29,0.0,0.0,0.52,0.09
AF8,0.0,0.0,0.2564102564102564,0.2564102564102564,0.0,0.0,0.2564102564102564,0.23076923076923078
