,Fp1,Oz,P8,FT10,Fp2,AF7,AFz,CPz
Fp1,0.3395348837209302,0.0,0.0,0.0,0.3395348837209302,0.0,0.3209302325581395,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.0,0.0,0.37662337662337664,0.35064935064935066,0.0,0.0,0.0,0.2727272727272727
FT10,0.0,0.0,0.3411764705882353,0.36470588235294116,0.0,0.0,0.0,0.29411764705882354
Fp2,0.3380281690140845,0.0,0.0,0.0,0.3380281690140845,0.0,0.323943661971831,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.33497536945812806,0.0,0.0,0.0,0.33497536945812806,0.0,0.33004926108374383,0.0
CPz,0.0,0.0,0.3194444444444444,0.3472222222222222,0.0,0.0,0.0,0.3333333333333333
