,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,AF7,AF3,AFz,F1,FT7,FC3,C1,C5,TP7,CP3,P1,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.0,0.0,0.08365019011406843,0.0,0.0,0.0,0.060836501901140684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060836501901140684,0.08745247148288973,0.0,0.0,0.08745247148288973,0.08745247148288973,0.08745247148288973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08365019011406843,0.0,0.0076045627376425855,0.07984790874524715,0.0,0.06463878326996197,0.0,0.0,0.0,0.0,0.011406844106463879,0.057034220532319393,0.060836501901140684,0.0,0.0,0.07984790874524715,0.0,0.0,0.0,0.0
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.02912621359223301,0.0,0.0,0.0,0.0,0.0,0.038834951456310676,0.038834951456310676,0.0,0.0,0.0,0.038834951456310676,0.0,0.038834951456310676,0.0,0.038834951456310676,0.038834951456310676,0.009708737864077669,0.038834951456310676,0.0,0.0,0.0,0.0,0.038834951456310676,0.0,0.0,0.0,0.038834951456310676,0.0,0.038834951456310676,0.038834951456310676,0.0,0.038834951456310676,0.038834951456310676,0.009708737864077669,0.038834951456310676,0.02912621359223301,0.0,0.0,0.038834951456310676,0.0,0.02912621359223301,0.0,0.0,0.0,0.038834951456310676,0.038834951456310676,0.0,0.0,0.0,0.038834951456310676,0.038834951456310676,0.0,0.038834951456310676,0.038834951456310676,0.038834951456310676,0.038834951456310676
FC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC1,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.078125,0.08333333333333333,0.0,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.005208333333333333,0.078125,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.046875,0.052083333333333336,0.0,0.0,0.078125,0.0,0.0,0.0,0.0
C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP5,0.0,0.0,0.0,0.0,0.004615384615384616,0.0,0.0,0.0,0.0,0.0,0.10923076923076923,0.07076923076923076,0.023076923076923078,0.0,0.0,0.07230769230769231,0.0,0.05846153846153846,0.0,0.05076923076923077,0.038461538461538464,0.0015384615384615385,0.06769230769230769,0.0,0.0,0.006153846153846154,0.0,0.07692307692307693,0.0015384615384615385,0.0,0.003076923076923077,0.012307692307692308,0.0,0.012307692307692308,0.010769230769230769,0.0,0.018461538461538463,0.007692307692307693,0.0015384615384615385,0.033846153846153845,0.004615384615384616,0.009230769230769232,0.0,0.012307692307692308,0.010769230769230769,0.004615384615384616,0.0,0.0,0.0,0.024615384615384615,0.007692307692307693,0.021538461538461538,0.018461538461538463,0.013846153846153847,0.09076923076923077,0.018461538461538463,0.013846153846153847,0.009230769230769232,0.010769230769230769,0.03076923076923077,0.016923076923076923
CP1,0.0,0.0,0.0,0.0,0.0053285968028419185,0.0,0.0,0.0,0.0,0.0,0.08170515097690942,0.07992895204262877,0.02664298401420959,0.0,0.0,0.07460035523978685,0.0,0.0586145648312611,0.0,0.0497335701598579,0.035523978685612786,0.0017761989342806395,0.0763765541740675,0.0,0.0,0.007104795737122558,0.0,0.06394316163410302,0.0017761989342806395,0.0,0.003552397868561279,0.014209591474245116,0.0,0.014209591474245116,0.012433392539964476,0.0,0.021314387211367674,0.008880994671403197,0.0017761989342806395,0.03374777975133215,0.0053285968028419185,0.010657193605683837,0.0,0.007104795737122558,0.012433392539964476,0.0053285968028419185,0.0,0.0,0.0,0.02486678507992895,0.008880994671403197,0.02486678507992895,0.021314387211367674,0.015985790408525755,0.07460035523978685,0.021314387211367674,0.015985790408525755,0.010657193605683837,0.012433392539964476,0.035523978685612786,0.019538188277087035
Pz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07537688442211055,0.07537688442211055,0.07035175879396985,0.0,0.0,0.06030150753768844,0.0,0.04020100502512563,0.0,0.03015075376884422,0.01507537688442211,0.0,0.07035175879396985,0.0,0.0,0.01507537688442211,0.0,0.04020100502512563,0.0,0.0,0.005025125628140704,0.005025125628140704,0.0,0.005025125628140704,0.0,0.0,0.02512562814070352,0.0,0.0,0.02512562814070352,0.0,0.02512562814070352,0.0,0.0,0.03015075376884422,0.0,0.0,0.0,0.0,0.020100502512562814,0.0,0.06532663316582915,0.05527638190954774,0.04020100502512563,0.05527638190954774,0.02512562814070352,0.04020100502512563,0.0,0.0,0.06532663316582915,0.020100502512562814
P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O1,0.0,0.0,0.0,0.0,0.0051813471502590676,0.0,0.0,0.0,0.0,0.0,0.0846286701208981,0.07599309153713299,0.024179620034542316,0.0,0.0,0.08117443868739206,0.0,0.06563039723661486,0.0,0.05699481865284974,0.04317789291882556,0.0017271157167530224,0.07426597582037997,0.0,0.0,0.0017271157167530224,0.0,0.07081174438687392,0.0,0.0,0.0,0.013816925734024179,0.0,0.013816925734024179,0.012089810017271158,0.0,0.02072538860103627,0.008635578583765112,0.0017271157167530224,0.037996545768566495,0.0051813471502590676,0.0051813471502590676,0.0,0.013816925734024179,0.0069084628670120895,0.0051813471502590676,0.0,0.0,0.0,0.027633851468048358,0.008635578583765112,0.018998272884283247,0.015544041450777202,0.010362694300518135,0.08117443868739206,0.02072538860103627,0.010362694300518135,0.010362694300518135,0.012089810017271158,0.03454231433506045,0.018998272884283247
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
