,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F8,Fp2,AF7,AF3,AFz,F1,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.0,0.0,0.1413738019169329,0.1389776357827476,0.106629392971246,0.0,0.0,0.0,0.019568690095846646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04712460063897764,0.0,0.0,0.0,0.11741214057507987,0.07667731629392971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08746006389776358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07468051118210862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06829073482428115,0.0,0.12180511182108626,0.0,0.0
F7,0.0,0.0,0.13825983313468415,0.14183551847437426,0.10965435041716329,0.0,0.0,0.0,0.018275725069527213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04489471593166468,0.0,0.0,0.0,0.11918951132300358,0.07429479539133889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08780294000794597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07310290027810885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06912991656734208,0.0,0.12355979340484705,0.0,0.0
FT9,0.0,0.0,0.1268867924528302,0.1311320754716981,0.13254716981132075,0.0,0.0,0.0,0.020754716981132074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0330188679245283,0.0,0.0,0.0,0.13349056603773585,0.05518867924528302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10330188679245284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04905660377358491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08113207547169811,0.0,0.13349056603773585,0.0,0.0
FC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC1,0.0,0.0,0.0,0.0,0.0,0.0,0.3926829268292683,0.0,0.15365853658536585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3951219512195122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014634146341463415,0.0,0.0,0.04390243902439024,0.0,0.0,0.0,0.0,0.0,0.0
C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T7,0.0,0.0,0.0794392523364486,0.07476635514018691,0.07165109034267912,0.0,0.09501557632398754,0.0,0.22585669781931464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09657320872274143,0.0,0.09657320872274143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08566978193146417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08878504672897196,0.0,0.08566978193146417,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.232662192393736,0.04697986577181208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0738255033557047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07718120805369127,0.0,0.0,0.0,0.0,0.0,0.0,0.21588366890380314,0.0,0.0,0.15212527964205816,0.0,0.0,0.20134228187919462,0.0,0.0,0.0
