,FT9,FC1,TP9,Oz,P8,F8,Fp2,AF7
FT9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.3392070484581498,0.32599118942731276,0.33480176211453744
Fp2,0.0,0.0,0.0,0.0,0.0,0.33480176211453744,0.3303964757709251,0.33480176211453744
AF7,0.0,0.0,0.0,0.0,0.0,0.32231404958677684,0.3140495867768595,0.36363636363636365
